0 0.0 0.0 0.0 0.42 0.0126828 0.0 0.000926 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 {} {'explored_rooms_count': 0, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.0} 
177024 51.08594 0.0 0.0 9.35 0.002952 0.0023377 0.03775 0.0071865 -0.0035007 0.0314297 0.7096203 1.3298345 46.0924533 0.0056882 0.7164869 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00302} 
177152 51.08594 0.0 0.0 9.06 0.003002 0.0020796 0.0370236 0.005501 -0.0046381 0.0287066 0.7072503 1.3246658 47.888023 0.0056448 0.7030012 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00302} 
177280 51.08594 0.0 0.0 8.79 0.0030236 0.0027586 0.0371896 0.0060157 -0.0048803 0.0313157 0.7034257 1.3265232 45.6089346 0.0058232 0.7227106 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00302} 
177408 51.11719 0.0 0.0 8.58 0.0029124 0.0022114 0.038332 0.0140638 -0.002326 0.0391282 0.7076843 1.3284511 48.5324692 0.0055302 0.7012673 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00299} 
177536 51.13281 0.0 0.0 8.69 0.0028768 0.0020299 0.0380191 0.0090628 -0.0016076 0.0347712 0.7078564 1.3269139 47.0095125 0.0057823 0.7077571 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00297} 
177664 51.15625 0.0 0.0 8.1 0.002845 0.0020378 0.0378344 0.0113287 -0.0023812 0.0346608 0.7071887 1.3258279 46.4000617 0.0052965 0.7208708 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00298} 
177792 51.17969 0.0 0.0 8.32 0.002833 0.0019881 0.0378614 0.0090839 -0.003837 0.0353775 0.7078122 1.330919 45.8214008 0.005513 0.7264174 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00299} 
177920 51.17969 0.0 0.0 8.28 0.0028433 0.0019248 0.0376546 0.0057774 -0.0053937 0.0342412 0.7063547 1.3281623 46.0996598 0.0054859 0.7265954 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00299} 
178048 51.17969 0.0 0.0 8.72 0.0028453 0.0021076 0.0375725 0.005602 -0.0051186 0.0311366 0.7008417 1.3261857 46.3009284 0.0051807 0.7325575 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00299} 
178176 51.17969 0.0 0.0 7.85 0.0027615 0.0020511 0.0368994 0.0054298 -0.0047748 0.0306434 0.7114822 1.3276021 47.0956127 0.0053933 0.7216011 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00299} 
178304 51.20312 0.0 0.0 8.06 0.0026475 0.0016508 0.0379595 0.0084831 -0.0025112 0.0354715 0.7094124 1.3267024 46.0536926 0.0054533 0.7242247 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00301} 
178432 51.21094 0.0 0.0 9.28 0.0027319 0.0016319 0.0379396 0.0063386 -0.004722 0.0313636 0.7087719 1.3282629 47.8579549 0.0055224 0.7088639 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00301} 
178560 51.23438 0.0 0.0 7.78 0.0027879 0.00176 0.0383677 0.0074993 -0.0033464 0.0314756 0.7071717 1.3314486 47.5262021 0.0053772 0.7199841 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00303} 
178688 51.23438 0.0 0.0 8.96 0.0029301 0.0018789 0.0382049 0.0058353 -0.0044822 0.029219 0.7078731 1.3273371 48.1272271 0.0055899 0.7124019 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00303} 
178816 51.24219 0.0 0.0 9.57 0.0027447 0.0015597 0.0387282 0.0074251 -0.0037541 0.0307266 0.7064009 1.3368659 47.4199972 0.005193 0.7098278 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00302} 
178944 51.24219 0.0 0.0 9.56 0.0026868 0.0014709 0.0375102 0.0054536 -0.0053989 0.027454 0.7034239 1.3305627 48.1229085 0.0052264 0.7086082 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00302} 
179072 51.25781 0.0 0.0 9.61 0.0026935 0.0014203 0.038421 0.0113791 -0.0030173 0.0320646 0.7077177 1.3293059 47.6636429 0.0051898 0.7093127 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00302} 
179200 51.26562 0.0 0.0 6.58 0.0026285 0.001415 0.0380833 0.0094646 -0.004308 0.0327567 0.7063291 1.3354692 47.640988 0.0053672 0.7167019 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00303} 
179328 51.26562 0.0 0.0 8.1 0.0027743 0.0015988 0.038522 0.005879 -0.0043445 0.0273788 0.7060085 1.3342976 47.0561878 0.005292 0.7216 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00303} 
179456 51.26562 0.0 0.0 8.46 0.0028383 0.0016567 0.0376423 0.0054262 -0.0051528 0.026616 0.7024788 1.3258232 48.8102314 0.0056115 0.7034944 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00303} 
179584 51.27344 0.0 0.0 7.94 0.0029977 0.0018339 0.0382331 0.0083663 -0.0045992 0.0281663 0.7036061 1.3340898 48.3042483 0.0056909 0.7110602 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00304} 
179712 51.27344 0.0 0.0 9.41 0.0028314 0.0016265 0.0376803 0.0054415 -0.004114 0.0293111 0.7059665 1.3336136 48.040313 0.0057571 0.7127963 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00304} 
179840 51.27344 0.0 0.0 9.12 0.0028465 0.0015457 0.0381779 0.0056012 -0.0049641 0.0290176 0.7076162 1.3227703 49.049617 0.0053884 0.7111955 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00304} 
179968 51.28125 0.0 0.0 8.59 0.0027702 0.0015341 0.0384337 0.0088006 -0.0036954 0.0304541 0.7104223 1.3212442 48.3099754 0.0052005 0.7144989 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00303} 
180096 51.28906 0.0 0.0 9.49 0.0027255 0.001484 0.0388846 0.0075167 -0.0046376 0.0284601 0.7100616 1.3231238 48.8655657 0.0052124 0.7104491 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00303} 
180224 51.28906 0.0 0.0 9.15 0.0026239 0.0014881 0.0375703 0.0055029 -0.0044108 0.029255 0.7077898 1.3184786 50.2169701 0.0052138 0.6988518 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00303} 
180352 51.30469 0.0 0.0 9.16 0.002776 0.0020609 0.0381835 0.0119021 -0.0043335 0.0337875 0.7083628 1.3265224 50.2276942 0.005592 0.6984898 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00304} 
180480 51.3125 0.0 0.0 8.92 0.0027225 0.0015785 0.038546 0.0077333 -0.0036251 0.0333835 0.7110836 1.3294129 49.942771 0.005231 0.7042404 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00304} 
180608 51.32812 0.0 0.0 8.66 0.002967 0.0018508 0.0389542 0.0076943 -0.0033111 0.0347765 0.7112281 1.3234751 49.7302619 0.0056123 0.7066565 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00305} 
180736 51.35938 0.0 0.0 8.25 0.0029433 0.0017834 0.0400652 0.0123567 -0.0036511 0.0380302 0.7080304 1.3337966 49.3473193 0.0055246 0.715872 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00308} 
180864 51.36719 0.0 0.0 7.13 0.0029408 0.0019348 0.0380191 0.0086146 -0.0045731 0.0339283 0.7059965 1.3337423 48.5897859 0.0057255 0.7196252 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00309} 
180992 51.38281 0.0 0.0 8.55 0.0028314 0.0016582 0.0388778 0.0083472 -0.0037441 0.0297775 0.7041555 1.3286184 48.3003126 0.0056088 0.7192756 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.0031} 
181120 51.38281 0.0 0.0 7.64 0.0030176 0.0021653 0.0380422 0.0058466 -0.0052863 0.0296936 0.7046662 1.3367635 49.0929935 0.0057877 0.7164338 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.0031} 
181248 51.4375 0.0 0.0 7.38 0.0030904 0.0021681 0.0403209 0.0165869 -0.0031788 0.0428522 0.7076822 1.3319667 48.6498632 0.0059624 0.7207087 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00313} 
181376 51.47656 0.0 0.0 8.04 0.0033941 0.0025585 0.0397593 0.015039 -0.0038289 0.0414006 0.7075269 1.3414563 49.750796 0.0062225 0.7183351 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00315} 
181504 51.51562 0.0 0.0 8.83 0.0032001 0.0022564 0.0389231 0.0137797 -0.0027443 0.0424972 0.7099831 1.3411584 48.8013181 0.0061553 0.7140052 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00319} 
181632 51.55469 0.0 0.0 8.74 0.0030916 0.0020198 0.0389336 0.0135188 -0.0029347 0.0434519 0.7071338 1.3367758 47.9320039 0.0058622 0.7250057 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00322} 
181760 51.57031 0.0 0.0 8.32 0.0030678 0.0019555 0.0382929 0.0104138 -0.0028457 0.0362932 0.7066357 1.3371119 45.9402166 0.0057984 0.7379701 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00321} 
181888 51.58594 0.0 0.0 8.36 0.0028644 0.001608 0.038806 0.0087333 -0.0039691 0.0344442 0.7021386 1.3417863 46.2331389 0.0057437 0.7334881 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00321} 
182016 51.59375 0.0 0.0 7.59 0.0029497 0.0019088 0.0380317 0.0064704 -0.0051525 0.0286645 0.7081988 1.3411652 47.3744577 0.0056956 0.7291255 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00321} 
182144 51.60938 0.0 0.0 8.77 0.0030697 0.0020082 0.0386413 0.0085924 -0.00307 0.0334529 0.7054326 1.3475571 46.110543 0.0058263 0.7322131 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00321} 
182272 51.625 0.0 0.0 8.4 0.0029004 0.0017622 0.0386764 0.0101643 -0.002291 0.0355137 0.7064237 1.3397894 47.0700099 0.0055881 0.7263389 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00324} 
182400 51.67188 0.0 0.0 8.5 0.0029805 0.0022356 0.0394153 0.0152712 -0.0025436 0.0385511 0.7125057 1.3376469 47.5983296 0.0059933 0.7185386 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00328} 
182528 51.67188 0.0 0.0 8.57 0.0029233 0.0018544 0.0378066 0.0066822 -0.0047097 0.0295498 0.7135585 1.3454012 47.4222251 0.0060061 0.7168223 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00328} 
182656 51.71094 0.0 0.0 9.04 0.0034591 0.0029718 0.0405726 0.0146174 -0.0030115 0.0388964 0.7096412 1.3457608 45.4778245 0.0063617 0.7282842 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00329} 
182784 51.76562 0.0 0.0 8.18 0.0033743 0.0028054 0.0404675 0.0185452 -0.0021086 0.0434005 0.7064485 1.3357742 45.7936024 0.0065705 0.7276428 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00326} 
182912 51.79688 0.0 0.0 7.81 0.0034042 0.0026173 0.0398436 0.012937 -0.002321 0.0390611 0.7068486 1.3435625 44.9358042 0.0067566 0.728251 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00328} 
183040 51.8125 0.0 0.0 7.4 0.0035453 0.0024205 0.0398691 0.0109217 -0.003679 0.0315953 0.7064542 1.3445777 46.4193232 0.0063623 0.724199 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00327} 
183168 51.82812 0.0 0.0 7.13 0.0032317 0.0021722 0.0393144 0.0095043 -0.0036126 0.0315013 0.7075055 1.3446045 45.6893709 0.006037 0.7296436 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00327} 
183296 51.84375 0.0 0.0 8.94 0.0031668 0.0022085 0.0385929 0.0100252 -0.004016 0.0342206 0.7052169 1.3435048 46.8790046 0.0061957 0.7169369 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00325} 
183424 51.875 0.0 0.0 9.47 0.0031374 0.0020853 0.0388358 0.0099297 -0.0034486 0.0392998 0.7087761 1.3420599 45.0660496 0.0060763 0.7343148 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00328} 
183552 51.90625 0.0 0.0 9.17 0.003329 0.0020084 0.0397395 0.0138619 -0.0030504 0.0354898 0.7070439 1.3422098 44.4254072 0.0061484 0.7372286 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00331} 
183680 51.92969 0.0 0.0 9.21 0.0034086 0.0020854 0.0397383 0.0115966 -0.0031504 0.0367642 0.7082338 1.3358409 44.4078905 0.0060786 0.7325555 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00328} 
183808 51.96875 0.0 0.0 8.62 0.0035411 0.0024879 0.039933 0.0109554 -0.0029775 0.0380283 0.7036059 1.3364793 45.4701536 0.0065235 0.717356 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00329} 
183936 52.03906 0.0 0.0 9.63 0.0037348 0.0026787 0.040491 0.0171232 -0.0024253 0.0472301 0.7079649 1.3369422 44.0973042 0.0070893 0.7326104 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00322} 
184064 52.09375 0.0 0.0 8.76 0.0037276 0.0024132 0.0410912 0.0182096 -0.0027088 0.0435625 0.711578 1.3436174 45.4739614 0.0068046 0.725413 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00323} 
184192 52.125 0.0 0.0 8.21 0.0032855 0.0020706 0.0394028 0.0105142 -0.0028914 0.0366861 0.7114859 1.3374905 43.527103 0.0064315 0.7333518 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00321} 
184320 52.14844 0.0 0.0 9.46 0.003245 0.0019978 0.0392857 0.0083147 -0.0031743 0.0343462 0.7147852 1.3355955 42.189156 0.0063839 0.7367015 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00323} 
184448 52.1875 0.0 0.0 8.85 0.00318 0.0018276 0.0390015 0.0090778 -0.0033595 0.0423567 0.7103162 1.3327196 43.9011585 0.0061201 0.7252938 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00323} 
184576 52.25781 0.0 0.0 9.76 0.0031056 0.0022287 0.0401197 0.0171719 -0.0051929 0.0449672 0.7061027 1.3429098 44.1840002 0.0063881 0.7228952 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00325} 
184704 52.27344 0.0 0.0 9.05 0.003281 0.0019761 0.0398645 0.0103749 -0.004324 0.0359181 0.7044709 1.3405887 43.8575019 0.0061803 0.7289156 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00327} 
184832 52.3125 0.0 0.0 10.57 0.0030945 0.0019591 0.0395032 0.0121464 -0.0027728 0.0371912 0.7008634 1.3365006 42.6682369 0.0061295 0.7349265 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00325} 
184960 52.375 0.0 0.0 8.73 0.0033675 0.0022414 0.0405018 0.0163631 -0.0028953 0.0418625 0.7078961 1.3348457 43.5958089 0.00621 0.724873 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00317} 
185088 52.40625 0.0 0.0 8.16 0.0031923 0.002096 0.0398482 0.0147489 -0.0037366 0.0398079 0.7066617 1.3405288 43.905647 0.0064221 0.7217149 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00319} 
185216 52.45312 0.0 0.0 7.27 0.0031913 0.0020707 0.0401728 0.0155493 -0.0031013 0.0379077 0.7047835 1.3430613 43.2950717 0.0064025 0.7235996 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00321} 
185344 52.47656 0.0 0.0 7.13 0.0031193 0.0019765 0.0392955 0.0099178 -0.0034986 0.0355532 0.7067848 1.3421535 42.4125373 0.0061299 0.7224198 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00322} 
185472 52.49219 0.0 0.0 6.15 0.0029981 0.0017395 0.0404373 0.0085822 -0.0041302 0.0339445 0.7051053 1.3400475 43.3657127 0.0057981 0.7189853 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00322} 
185600 52.5 0.0 0.0 8.56 0.0030123 0.0017324 0.0393331 0.0074676 -0.0040111 0.0367962 0.7035398 1.3380853 42.1100146 0.0057118 0.7285917 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00321} 
185728 52.51562 0.0 0.0 8.6 0.0029213 0.001573 0.0392783 0.0086394 -0.0031784 0.035698 0.703611 1.333916 40.9226736 0.005575 0.7333006 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00324} 
185856 52.53125 0.0 0.0 7.52 0.0029208 0.0015174 0.0390583 0.0076499 -0.0045991 0.0382651 0.7042541 1.3316719 42.9634952 0.0054509 0.7195446 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00326} 
185984 52.53906 0.0 0.0 7.2 0.0029555 0.0016879 0.0395791 0.0086646 -0.0045459 0.0360743 0.7078278 1.332581 43.3618099 0.0056817 0.7148588 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00326} 
186112 52.55469 0.0 0.0 8.38 0.0031581 0.0019091 0.0396995 0.0067198 -0.0042108 0.0366383 0.7038814 1.3308695 42.9140905 0.0057584 0.710848 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00324} 
186240 52.57812 0.0 0.0 8.39 0.0031113 0.0019399 0.0401896 0.0110237 -0.0030839 0.0354496 0.7047738 1.3273007 43.5403265 0.0060402 0.7031492 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00326} 
186368 52.59375 0.0 0.0 8.9 0.0030632 0.0018634 0.0398721 0.0093052 -0.0040518 0.0408268 0.7071739 1.3279743 44.2775437 0.0059151 0.7003455 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00325} 
186496 52.60156 0.0 0.0 7.86 0.0032586 0.0022781 0.0390841 0.0068315 -0.0046455 0.0363279 0.7067898 1.329245 45.6706458 0.0062264 0.6867871 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00324} 
186624 52.61719 0.0 0.0 8.22 0.0033687 0.0021065 0.0388319 0.0070226 -0.0041351 0.0360054 0.7052676 1.324291 45.4449277 0.0061567 0.6963392 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00326} 
186752 52.63281 0.0 0.0 9.25 0.0030819 0.0017626 0.0381825 0.0107829 -0.0032244 0.0347202 0.7043194 1.3236757 45.6455789 0.0059034 0.695376 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00325} 
186880 52.67969 0.0 0.0 9.47 0.003148 0.0018008 0.038552 0.0107008 -0.0022178 0.0421076 0.7024647 1.3222102 46.0705777 0.0058386 0.685959 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0032} 
187008 52.69531 0.0 0.0 9.06 0.0029206 0.0015795 0.0385179 0.0068271 -0.0049607 0.0345812 0.7054505 1.3259912 44.3488911 0.0059563 0.7045275 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00321} 
187136 52.71094 0.0 0.0 6.63 0.0031443 0.0018021 0.0386271 0.0107439 -0.0045997 0.0332618 0.7055413 1.3283685 44.435793 0.0058588 0.7081042 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00321} 
187264 52.71094 0.0 0.0 8.19 0.0030559 0.0018656 0.0376669 0.0057488 -0.0053692 0.031606 0.7059297 1.3305442 43.8329675 0.0057843 0.713059 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00321} 
187392 52.72656 0.0 0.0 8.51 0.0030042 0.0017797 0.038907 0.0104903 -0.0042648 0.032682 0.7036558 1.329192 44.4517639 0.0059889 0.7083758 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00322} 
187520 52.74219 0.0 0.0 7.87 0.0031584 0.0018441 0.0393473 0.0090305 -0.0022059 0.0334047 0.7005021 1.3288872 44.7623082 0.0058992 0.7132272 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0032} 
187648 52.75 0.0 0.0 7.06 0.0030015 0.0017613 0.0384222 0.008458 -0.0029418 0.0329894 0.704114 1.3359744 44.6035736 0.0060734 0.7005968 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0032} 
187776 52.77344 0.0 0.0 8.4 0.0034307 0.0021808 0.0398392 0.0126079 -0.0030836 0.0387812 0.6994814 1.332203 46.1621389 0.0060495 0.6984953 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00318} 
187904 52.78125 0.0 0.0 8.15 0.0031814 0.0021873 0.037126 0.008214 -0.0030428 0.0320981 0.7040869 1.3335967 46.6392128 0.006412 0.693044 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00318} 
188032 52.82031 0.0 0.0 9.13 0.0033299 0.0022759 0.0385154 0.0137733 -0.0025514 0.040964 0.7012617 1.3294967 46.1095064 0.0065634 0.6978997 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00317} 
188160 52.88281 0.0 0.0 8.57 0.003515 0.0025169 0.0396458 0.0188204 -0.0019173 0.0467361 0.710965 1.3379335 45.3939095 0.0068683 0.7003715 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00321} 
188288 52.94531 0.0 0.0 8.69 0.0033543 0.0021986 0.0397111 0.018194 -0.0033393 0.0441725 0.7041205 1.3338825 44.6955446 0.0066536 0.7050199 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00321} 
188416 52.97656 0.0 0.0 9.02 0.0033868 0.0023027 0.0388465 0.0123931 -0.0032989 0.0392398 0.7070395 1.3387403 42.4054785 0.0065869 0.7159277 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00322} 
188544 53.02344 0.0 0.0 7.98 0.0034751 0.0024849 0.0393684 0.0135237 -0.0043656 0.0419963 0.7014882 1.3401545 41.2240785 0.0065963 0.7357368 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00323} 
188672 53.03125 0.0 0.0 9.36 0.0031552 0.0019787 0.0372051 0.0073521 -0.0051168 0.0303819 0.7067891 1.3449336 41.1391514 0.0065993 0.7322376 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00322} 
188800 53.07812 0.0 0.0 9.13 0.0033808 0.0022939 0.039517 0.0142858 -0.0021034 0.0393235 0.7066429 1.3439555 41.3961917 0.0063976 0.7270774 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.0032} 
188928 53.10156 0.0 0.0 8.5 0.0033552 0.0021823 0.0389081 0.0119892 -0.003319 0.0340527 0.7071135 1.3390877 42.1431741 0.0064582 0.7252026 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00324} 
189056 53.11719 0.0 0.0 9.07 0.0033555 0.0020529 0.0389439 0.0077224 -0.0031913 0.0330097 0.7083169 1.3329852 41.9394087 0.0064823 0.7241163 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00322} 
189184 53.14062 0.0 0.0 8.19 0.0032821 0.0019771 0.039328 0.0129181 -0.0027007 0.0329369 0.7064648 1.3317332 43.2631339 0.0065458 0.7126742 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00323} 
189312 53.16406 0.0 0.0 7.74 0.0032257 0.001862 0.0395935 0.0107617 -0.0036179 0.032099 0.7038619 1.3363854 42.145767 0.0063337 0.7233585 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00323} 
189440 53.17188 0.0 0.0 8.5 0.003373 0.0020441 0.0385083 0.0088634 -0.0038383 0.032935 0.7104594 1.3303411 43.07484 0.0063215 0.7179513 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00322} 
189568 53.1875 0.0 0.0 9.14 0.0032049 0.0017229 0.0390068 0.0074103 -0.0030581 0.0321978 0.7030812 1.3237851 42.9066006 0.0060941 0.7126967 {} {'explored_rooms_count': 49, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00323} 
