0 0.0 0.0 0.0 0.38 0.0176548 0.0 7.65e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 {} {'explored_rooms_count': 0, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.0} 
148864 201.96094 0.0 0.0 8.92 0.0032694 0.0021904 0.0034194 0.0030749 -0.0083446 0.0013178 0.6938837 1.1309772 7.5573684 0.0061967 0.9378528 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 46, 'episodic_explored_area': 0.00722} 
148992 202.0625 0.0 0.0 8.26 0.0033479 0.0019143 0.0034916 0.0028793 -0.0073257 0.0011268 0.6923801 1.1248606 7.8738613 0.0061177 0.9337204 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 46, 'episodic_explored_area': 0.00723} 
149120 202.23438 0.0 0.0 9.47 0.0034902 0.0020184 0.0036856 0.0034434 -0.0087082 0.0014232 0.6938582 1.1389477 7.9943626 0.0061072 0.9300565 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 46, 'episodic_explored_area': 0.00727} 
149248 202.36719 0.0 0.0 9.65 0.0036305 0.0021952 0.003376 0.003234 -0.0082377 0.0013334 0.6901227 1.1300768 8.3106958 0.0062485 0.9353823 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 37, 'episodic_explored_area': 0.00712} 
149376 202.53906 0.0 0.0 10.9 0.0034179 0.0022151 0.0035632 0.003727 -0.0085205 0.0014703 0.6888802 1.1316251 8.4196673 0.0061177 0.9405632 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 37, 'episodic_explored_area': 0.00721} 
149504 202.71094 0.0 0.0 8.52 0.0031252 0.0023297 0.0035615 0.0033804 -0.0094949 0.0014187 0.6934549 1.1323144 7.8986625 0.0057455 0.9520506 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 37, 'episodic_explored_area': 0.00708} 
149632 202.85156 0.0 0.0 9.14 0.0032368 0.0020621 0.0035284 0.0034156 -0.0094021 0.00129 0.6883644 1.1244439 7.9392516 0.0059111 0.9516053 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 37, 'episodic_explored_area': 0.00678} 
149760 203.00781 0.0 0.0 8.59 0.0034831 0.0029028 0.0036307 0.0035883 -0.0097671 0.0014202 0.6922695 1.1284805 8.0018562 0.0063595 0.9449808 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 37, 'episodic_explored_area': 0.00681} 
149888 203.14844 0.0 0.0 8.18 0.0033165 0.0022388 0.0037542 0.0032072 -0.0081818 0.0012924 0.6952392 1.1389155 8.0841063 0.0058964 0.9429786 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 37, 'episodic_explored_area': 0.00692} 
150016 203.32031 0.0 0.0 8.17 0.0033494 0.0022537 0.003766 0.003471 -0.0085148 0.0013929 0.692336 1.1297697 8.0833597 0.0060984 0.9434835 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 37, 'episodic_explored_area': 0.00699} 
150144 203.45312 0.0 0.0 8.24 0.0034552 0.0020603 0.0036291 0.0032286 -0.0093442 0.0013356 0.6909058 1.1271266 7.7846383 0.0063862 0.943758 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 37, 'episodic_explored_area': 0.00699} 
150272 203.63281 0.0 0.0 9.29 0.0033618 0.0019035 0.0038525 0.0034173 -0.0082898 0.0015705 0.6970414 1.1293929 7.920026 0.0063579 0.9436929 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 43, 'episodic_explored_area': 0.00679} 
150400 203.84375 0.0 0.0 9.3 0.0038225 0.002591 0.0042051 0.0038857 -0.0093489 0.0017115 0.6934839 1.1306954 7.7714442 0.0064493 0.9421487 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 43, 'episodic_explored_area': 0.00666} 
150528 204.03125 0.0 0.0 8.21 0.0035963 0.0028915 0.0039543 0.0033411 -0.0091198 0.00159 0.6921936 1.1392632 7.775432 0.0060693 0.9487955 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 43, 'episodic_explored_area': 0.00638} 
150656 204.1875 0.0 0.0 8.2 0.0033626 0.0023307 0.0037543 0.0033538 -0.0085628 0.0014824 0.692072 1.1286676 7.9232529 0.0061054 0.9426665 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 43, 'episodic_explored_area': 0.00645} 
150784 204.35938 0.0 0.0 9.85 0.0033101 0.0020856 0.0036544 0.003488 -0.0099766 0.0015419 0.6940176 1.1330969 7.7853299 0.0062025 0.9506427 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 43, 'episodic_explored_area': 0.0063} 
150912 204.52344 0.0 0.0 7.86 0.0033518 0.0021613 0.0038135 0.0033413 -0.0088757 0.0013886 0.6932719 1.1277067 7.663098 0.0060651 0.9399408 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 36, 'episodic_explored_area': 0.00647} 
151040 204.69531 0.0 0.0 9.07 0.0033098 0.0020742 0.0038019 0.0034051 -0.0081333 0.0014329 0.6905142 1.1243472 7.6613494 0.0059002 0.9435133 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 36, 'episodic_explored_area': 0.00651} 
151168 204.8125 0.0 0.0 9.42 0.003661 0.002381 0.0035191 0.0029747 -0.0089759 0.0012909 0.6949522 1.1291703 8.1735345 0.0064822 0.9445532 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 36, 'episodic_explored_area': 0.00643} 
151296 204.96094 0.0 0.0 8.69 0.0037412 0.0021978 0.003488 0.0033054 -0.0094707 0.0014738 0.691015 1.1191586 8.6182975 0.006806 0.9363421 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 36, 'episodic_explored_area': 0.00646} 
151424 205.10156 0.0 0.0 9.81 0.0039356 0.0021527 0.0034416 0.0035421 -0.0088157 0.0014266 0.6984106 1.1277515 8.7050819 0.0070244 0.9336132 {} {'explored_rooms_count': 227, 'episodic_explored_rooms_count': 36, 'episodic_explored_area': 0.00638} 
151552 205.26562 0.0 0.0 10.43 0.0040489 0.0027837 0.0035676 0.0037334 -0.0079792 0.0015303 0.7010548 1.1289749 9.2709962 0.0070681 0.9245978 {} {'explored_rooms_count': 228, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00628} 
151680 205.40625 0.0 0.0 10.17 0.0041706 0.0036703 0.0032965 0.003111 -0.0067689 0.0015987 0.7023641 1.1381209 9.0996904 0.0069383 0.9348879 {} {'explored_rooms_count': 229, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.006} 
151808 205.57812 0.0 0.0 8.41 0.0040297 0.002827 0.003364 0.0036714 -0.0096448 0.0016316 0.6933991 1.1404452 9.0817018 0.0072675 0.9352596 {} {'explored_rooms_count': 229, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00608} 
151936 205.71875 0.0 0.0 8.31 0.003994 0.0029052 0.0034568 0.0035608 -0.0092115 0.0015658 0.696128 1.1386828 9.1820502 0.0071522 0.9376827 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00615} 
152064 205.85156 0.0 0.0 8.1 0.0038686 0.0025517 0.0034649 0.0035883 -0.0101678 0.0015212 0.6988846 1.139545 9.3035732 0.006946 0.9274959 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00617} 
152192 206.03125 0.0 0.0 8.62 0.0036587 0.002319 0.0035475 0.0036402 -0.0087512 0.0016687 0.692824 1.1390526 9.1179566 0.0066614 0.932835 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00617} 
152320 206.14844 0.0 0.0 8.86 0.0035946 0.0021907 0.0033465 0.0028589 -0.0091596 0.0014349 0.693421 1.1356394 8.7603601 0.0066386 0.9379717 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00623} 
152448 206.35156 0.0 0.0 9.19 0.0035947 0.0020868 0.0038301 0.0037703 -0.0094299 0.0015788 0.6875776 1.1264882 8.3258445 0.006688 0.942707 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00615} 
152576 206.49219 0.0 0.0 10.07 0.0035741 0.0021149 0.0037242 0.0035754 -0.0081542 0.0014921 0.6933494 1.1295417 8.6678663 0.0063762 0.9440984 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00615} 
152704 206.65625 0.0 0.0 9.3 0.003885 0.002809 0.0035983 0.0036038 -0.0087491 0.00153 0.6916286 1.1185415 8.8610069 0.0070055 0.9423498 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00628} 
152832 206.88281 0.0 0.0 8.43 0.0037163 0.0027731 0.0039061 0.0039228 -0.0086507 0.0017931 0.6889066 1.1292819 8.391574 0.0066356 0.9478 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00634} 
152960 207.0 0.0 0.0 8.64 0.0036114 0.0023503 0.0036954 0.0032173 -0.0092799 0.0014196 0.6915547 1.1247197 8.4413071 0.006566 0.9422261 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00629} 
153088 207.16406 0.0 0.0 8.95 0.0034793 0.002283 0.0037807 0.0034244 -0.0080624 0.0015838 0.6886727 1.1378993 8.8103994 0.0062494 0.9380796 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00646} 
153216 207.28906 0.0 0.0 8.17 0.0036604 0.0028201 0.0035855 0.0029975 -0.0095506 0.0015504 0.6894257 1.1330712 8.7910355 0.0065871 0.9344646 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00659} 
153344 207.42188 0.0 0.0 8.2 0.003801 0.0024085 0.0037036 0.003461 -0.0098948 0.0014902 0.6872052 1.1255472 8.6985585 0.00669 0.9340719 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00668} 
153472 207.60938 0.0 0.0 8.76 0.0035636 0.0022388 0.0037816 0.0035907 -0.0082189 0.0016616 0.6915409 1.1334678 8.9874229 0.0065114 0.9359004 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00653} 
153600 207.75781 0.0 0.0 8.47 0.0035475 0.0021719 0.0036659 0.0033817 -0.0091208 0.0014846 0.6917681 1.1189791 8.9825194 0.0066183 0.9374584 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 39, 'episodic_explored_area': 0.0069} 
153728 207.90625 0.0 0.0 9.94 0.003748 0.002351 0.0037661 0.0034196 -0.0080256 0.0016394 0.6911591 1.1251792 8.836131 0.0066955 0.9425456 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 39, 'episodic_explored_area': 0.00685} 
153856 208.07031 0.0 0.0 9.32 0.0036719 0.0022352 0.0037568 0.0033862 -0.0081421 0.0015933 0.6900071 1.1300061 8.4311535 0.0063113 0.9449723 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00677} 
153984 208.17969 0.0 0.0 6.97 0.0035993 0.0020802 0.0035134 0.0028865 -0.0073956 0.001459 0.6932465 1.1255958 8.8680443 0.0064683 0.9438315 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00663} 
154112 208.39844 0.0 0.0 8.41 0.0036986 0.0029026 0.0039891 0.0037378 -0.0077997 0.0017287 0.6891588 1.1339619 8.9153099 0.006471 0.9450758 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00668} 
154240 208.58594 0.0 0.0 7.46 0.0035342 0.0021862 0.0038888 0.0037118 -0.0081285 0.0016688 0.6891239 1.1243945 8.3192873 0.0062438 0.9478486 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00651} 
154368 208.75 0.0 0.0 9.68 0.0036381 0.0024579 0.0037569 0.0035319 -0.0085117 0.0018252 0.6907231 1.1367381 8.926212 0.0064555 0.9403076 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00645} 
154496 208.88281 0.0 0.0 10.49 0.0035844 0.0024729 0.0036072 0.0033157 -0.0088594 0.0015303 0.6941471 1.140159 8.5701095 0.0066087 0.9465597 {} {'explored_rooms_count': 230, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00648} 
154624 209.04688 0.0 0.0 9.15 0.0037414 0.0029836 0.0035774 0.003492 -0.0084055 0.0018987 0.6961273 1.1320573 8.6921343 0.0068977 0.9398514 {} {'explored_rooms_count': 231, 'episodic_explored_rooms_count': 13, 'episodic_explored_area': 0.00627} 
154752 209.1875 0.0 0.0 10.11 0.0037853 0.002499 0.0035195 0.0035969 -0.0091748 0.0014801 0.6978003 1.1398919 9.1695148 0.0071507 0.9390407 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00631} 
154880 209.32031 0.0 0.0 9.69 0.0037997 0.0023202 0.0035055 0.0033268 -0.0093546 0.0015154 0.7043327 1.1454129 9.3059979 0.0070308 0.9425256 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00632} 
155008 209.47656 0.0 0.0 10.27 0.0039073 0.0022131 0.0037316 0.0039628 -0.0090629 0.0017589 0.6990204 1.1541442 9.5302606 0.007174 0.9401121 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00626} 
155136 209.58594 0.0 0.0 9.8 0.0039775 0.0021073 0.0036399 0.0033719 -0.0092607 0.0014701 0.7066656 1.160978 10.0910183 0.0070363 0.9323196 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.0064} 
155264 209.70312 0.0 0.0 9.32 0.0040153 0.0022052 0.003395 0.0032406 -0.0080615 0.0015853 0.7081601 1.1597102 10.826307 0.0073407 0.9224553 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00642} 
155392 209.75 0.0 0.0 8.61 0.0041339 0.0024263 0.0030841 0.0027133 -0.0082163 0.0014219 0.7239935 1.1810872 11.2129261 0.0077574 0.9213009 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.0065} 
155520 209.78125 0.0 0.0 9.8 0.0044134 0.0020825 0.0028362 0.0022757 -0.0092768 0.0011946 0.7260888 1.1842197 11.7325398 0.0082999 0.904567 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00651} 
155648 209.89062 0.0 0.0 10.01 0.0045985 0.0028635 0.0030022 0.0032754 -0.0090345 0.0016582 0.7301478 1.1866876 13.2117262 0.0085763 0.8973092 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00655} 
155776 209.99219 0.0 0.0 9.47 0.0047335 0.0021588 0.0031155 0.0035507 -0.0082492 0.0016608 0.7374854 1.1982649 13.4912422 0.0083914 0.8969473 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00659} 
155904 210.13281 0.0 0.0 8.66 0.0044149 0.0021078 0.0033438 0.0037681 -0.0096781 0.0015595 0.740022 1.2018135 14.4261624 0.008093 0.8841219 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00666} 
156032 210.21875 0.0 0.0 9.01 0.0042823 0.0024621 0.0032286 0.0035706 -0.0082714 0.0015772 0.7450422 1.2099021 14.7709636 0.0077239 0.8743214 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00675} 
156160 210.28906 0.0 0.0 9.29 0.0042841 0.0022741 0.0030479 0.002966 -0.0079829 0.0016599 0.7341223 1.2060096 15.1762923 0.0079023 0.8695269 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00664} 
156288 210.36719 0.0 0.0 9.55 0.0045378 0.0023885 0.0029732 0.0033252 -0.0069507 0.0016205 0.7353198 1.2058592 15.5656179 0.0079762 0.8691158 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00679} 
156416 210.45312 0.0 0.0 8.89 0.0043643 0.0021469 0.0030712 0.0034153 -0.0064587 0.0017283 0.7291779 1.1968506 15.4068301 0.0080094 0.8752782 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00698} 
156544 210.64062 0.0 0.0 8.8 0.0043573 0.0019249 0.003622 0.0046827 -0.0083677 0.0024144 0.7265952 1.1920451 14.4708849 0.0078645 0.8802091 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.0069} 
156672 210.72656 0.0 0.0 8.1 0.0043961 0.0021077 0.0033432 0.0034423 -0.00731 0.0019183 0.7293357 1.1938119 13.2710858 0.0075213 0.8977173 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00712} 
156800 210.85938 0.0 0.0 9.48 0.0040117 0.00212 0.0035323 0.0040557 -0.0070064 0.0020507 0.7304801 1.2023126 12.8515789 0.0071443 0.9065456 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00726} 
156928 211.01562 0.0 0.0 10.34 0.0037046 0.001927 0.0036741 0.004142 -0.0063522 0.0020327 0.7274356 1.1970015 11.7252031 0.0063966 0.9212731 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 52, 'episodic_explored_area': 0.0074} 
157056 211.25 0.0 0.0 9.23 0.0035505 0.0020838 0.0041362 0.004714 -0.0086405 0.0022819 0.7133731 1.1744684 9.671046 0.0062815 0.9382029 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 52, 'episodic_explored_area': 0.00792} 
157184 211.42188 0.0 0.0 9.86 0.003333 0.0021933 0.0041529 0.0038437 -0.0097502 0.001918 0.7047745 1.1528005 8.2397217 0.0059387 0.9467695 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 52, 'episodic_explored_area': 0.0081} 
157312 211.60156 0.0 0.0 10.03 0.0033643 0.0020185 0.0044619 0.0043131 -0.0086684 0.0020092 0.7000757 1.1457565 7.5423177 0.0061528 0.9457056 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 52, 'episodic_explored_area': 0.00787} 
157440 211.78906 0.0 0.0 8.92 0.0035573 0.0030446 0.0044252 0.0038758 -0.0092303 0.0020586 0.6899034 1.1284132 7.125577 0.0063739 0.9536765 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 31, 'episodic_explored_area': 0.00778} 
157568 211.95312 0.0 0.0 8.98 0.0035923 0.0022792 0.0042404 0.003843 -0.0084629 0.0020114 0.6897794 1.1341281 7.3193851 0.0064821 0.9422316 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 31, 'episodic_explored_area': 0.00766} 
157696 212.11719 0.0 0.0 9.48 0.0034557 0.0018779 0.0040518 0.0037058 -0.0065654 0.0018844 0.6954166 1.1248114 7.3894176 0.0064345 0.9426713 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 31, 'episodic_explored_area': 0.00735} 
157824 212.25781 0.0 0.0 9.71 0.0034725 0.0021837 0.0038649 0.003368 -0.0068959 0.0016108 0.6932038 1.1341444 7.6259886 0.0062223 0.9407022 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 31, 'episodic_explored_area': 0.00709} 
157952 212.35938 0.0 0.0 10.23 0.0035163 0.0023269 0.0035365 0.0030974 -0.0073017 0.0013702 0.69966 1.1404265 7.9066794 0.0061835 0.9396231 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 31, 'episodic_explored_area': 0.00702} 
158080 212.45312 0.0 0.0 9.14 0.0036725 0.0021662 0.0033547 0.0033361 -0.008169 0.001309 0.6936916 1.1511154 8.401542 0.0067873 0.9339556 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 31, 'episodic_explored_area': 0.00713} 
158208 212.52344 0.0 0.0 9.37 0.0037545 0.0019425 0.003123 0.0029401 -0.0088028 0.0011664 0.6959328 1.1503663 8.4257465 0.006921 0.9324554 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00713} 
158336 212.57812 0.0 0.0 8.2 0.0040201 0.0024453 0.0029075 0.0028255 -0.0099194 0.0011541 0.7052587 1.1702379 9.7040599 0.0074254 0.9190909 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00712} 
158464 212.65625 0.0 0.0 7.13 0.0041371 0.0022647 0.002958 0.0027259 -0.0078862 0.0012845 0.7051326 1.161907 10.7552511 0.0076286 0.9117528 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00713} 
158592 212.75 0.0 0.0 8.11 0.0040651 0.0018236 0.0029671 0.0028721 -0.0074102 0.0013085 0.7114313 1.1786574 12.0181196 0.0075426 0.8923547 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00724} 
158720 212.85938 0.0 0.0 8.75 0.0039866 0.0016879 0.0031235 0.0036709 -0.0073757 0.0013734 0.7137875 1.1798887 11.9721138 0.0074342 0.8860629 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00722} 
158848 212.92188 0.0 0.0 10.17 0.0040435 0.001745 0.0030192 0.0029837 -0.008014 0.0011282 0.719266 1.1932248 12.1032082 0.0073836 0.8962814 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.0073} 
158976 213.0 0.0 0.0 10.08 0.0039109 0.0016915 0.0028515 0.0028876 -0.0079303 0.0010955 0.7170056 1.197683 12.5087885 0.0077028 0.885352 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00736} 
159104 213.11719 0.0 0.0 7.65 0.0041691 0.0019089 0.0032052 0.003348 -0.0079978 0.0014441 0.7176666 1.1858081 12.4718741 0.0077055 0.8887769 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00728} 
159232 213.17969 0.0 0.0 8.12 0.0041257 0.0017733 0.0030697 0.0028067 -0.0088114 0.0010968 0.7122198 1.184373 13.4261085 0.0075132 0.8768083 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00743} 
159360 213.26562 0.0 0.0 10.24 0.0040162 0.0018012 0.0029363 0.0029085 -0.0085967 0.0012309 0.7197636 1.201054 12.9676395 0.0074074 0.8942963 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00759} 
159488 213.36719 0.0 0.0 9.32 0.0041356 0.0020541 0.0028962 0.0032672 -0.0085855 0.0014374 0.7197359 1.2065332 12.8434544 0.0076568 0.8942495 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00751} 
159616 213.44531 0.0 0.0 8.46 0.0041707 0.001991 0.0028028 0.003175 -0.0079906 0.0012914 0.7230433 1.215988 13.4429778 0.0080695 0.8874044 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00745} 
159744 213.52344 0.0 0.0 7.85 0.0040847 0.001743 0.00273 0.0031877 -0.0076908 0.0012807 0.7282826 1.2289007 14.7025805 0.0078619 0.8745382 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00731} 
159872 213.60938 0.0 0.0 7.64 0.004202 0.0017346 0.0028159 0.0033667 -0.0077682 0.0012311 0.7302242 1.2378484 15.2889912 0.0077935 0.8726239 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00716} 
160000 213.66406 0.0 0.0 9.3 0.0042298 0.0018664 0.0027491 0.0031241 -0.0090228 0.0011566 0.7275491 1.2300065 15.5490495 0.0078315 0.868284 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00707} 
160128 213.74219 0.0 0.0 8.98 0.0041976 0.0020372 0.0026252 0.0030412 -0.007846 0.0011676 0.7252299 1.241471 15.5430096 0.0080695 0.86235 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00688} 
160256 213.84375 0.0 0.0 10.45 0.0042808 0.0019294 0.0029801 0.003192 -0.0082549 0.0012784 0.7191146 1.22938 16.3704538 0.0076557 0.8528973 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00677} 
160384 213.94531 0.0 0.0 8.79 0.0039776 0.0017561 0.0030051 0.0033063 -0.0089727 0.0013162 0.7137102 1.2255258 15.6352139 0.0070502 0.8606263 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00684} 
160512 214.00781 0.0 0.0 8.98 0.0038328 0.0017633 0.0028592 0.0030357 -0.0074866 0.0011943 0.7075112 1.2153145 14.6760005 0.0069092 0.8655077 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00689} 
160640 214.13281 0.0 0.0 10.16 0.0036637 0.0017312 0.0029759 0.0037096 -0.0080765 0.0014387 0.7062527 1.2092573 13.6676732 0.0068125 0.8803915 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00669} 
160768 214.21094 0.0 0.0 9.19 0.0038032 0.001825 0.0029664 0.0036959 -0.0080901 0.0013006 0.7030051 1.1958171 13.9823018 0.0069627 0.8722628 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00669} 
160896 214.32812 0.0 0.0 10.57 0.0038052 0.0017964 0.0029839 0.0039164 -0.0087924 0.001385 0.6952919 1.1942552 13.1930765 0.006852 0.885101 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00659} 
161024 214.46094 0.0 0.0 9.65 0.0038168 0.0021032 0.0032236 0.0041056 -0.0094406 0.001541 0.6913456 1.1807379 12.3451892 0.0069718 0.8982916 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 49, 'episodic_explored_area': 0.00686} 
161152 214.60156 0.0 0.0 9.22 0.0038336 0.0023394 0.0035051 0.0045473 -0.0082834 0.0017281 0.6911425 1.179247 12.2840634 0.0069526 0.9033997 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 49, 'episodic_explored_area': 0.00669} 
161280 214.70312 0.0 0.0 9.71 0.0036665 0.0016857 0.0032752 0.0034501 -0.0098939 0.0013333 0.690451 1.1618585 11.4700303 0.0068473 0.9181897 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 49, 'episodic_explored_area': 0.00693} 
161408 214.83594 0.0 0.0 9.78 0.0036418 0.0016264 0.0034645 0.0038829 -0.008837 0.0013979 0.69162 1.1663206 11.2927933 0.006895 0.923696 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 49, 'episodic_explored_area': 0.00676} 
161536 214.9375 0.0 0.0 8.44 0.0037531 0.0018496 0.003514 0.0036961 -0.008184 0.0013823 0.6922812 1.1605665 11.7997635 0.0066336 0.9214711 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 49, 'episodic_explored_area': 0.00665} 
