0 0.0 0.0 0.0 0.39 0.0153794 0.0 7.6e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 {} {'explored_rooms_count': 0, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.0} 
11648 15.35156 0.0 0.0 8.77 0.0030443 0.0027387 0.0001643 8.95e-05 -0.004181 0.0005614 1.2549966 1.2994011 11.3220349 0.0055714 0.8293232 {} {'explored_rooms_count': 27, 'episodic_explored_rooms_count': 12, 'episodic_explored_area': 0.00302} 
11776 15.49219 0.0 0.0 10.28 0.0039234 0.00764 0.0001632 9.03e-05 -0.0053144 0.0021412 1.2522035 1.3017768 13.6706372 0.0066192 0.8060287 {} {'explored_rooms_count': 27, 'episodic_explored_rooms_count': 12, 'episodic_explored_area': 0.00292} 
11904 15.60938 0.0 0.0 8.6 0.0054831 0.0107093 0.0001626 8.51e-05 -0.006377 0.0043546 1.2479751 1.3034441 16.0297442 0.0078468 0.7759024 {} {'explored_rooms_count': 29, 'episodic_explored_rooms_count': 12, 'episodic_explored_area': 0.00293} 
12032 15.85938 0.0 0.0 9.77 0.0058537 0.0079478 0.0001696 9.64e-05 -0.007653 0.0058183 1.2505964 1.3075162 17.7831107 0.0092641 0.7666017 {} {'explored_rooms_count': 29, 'episodic_explored_rooms_count': 12, 'episodic_explored_area': 0.0028} 
12160 16.23438 0.0 0.0 10.72 0.0066481 0.0076912 0.000176 0.00011 -0.0067993 0.0066524 1.25504 1.339376 16.7761549 0.0103773 0.7870655 {} {'explored_rooms_count': 29, 'episodic_explored_rooms_count': 12, 'episodic_explored_area': 0.00252} 
12288 16.75 0.0 0.0 11.23 0.0064248 0.0061746 0.0001861 0.0001277 -0.0053316 0.0058418 1.26025 1.3468277 14.3044458 0.0101343 0.8106218 {} {'explored_rooms_count': 30, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.0021} 
12416 17.36719 0.0 0.0 10.39 0.0074619 0.0129456 0.000197 0.0001517 -0.0038169 0.0087239 1.2683652 1.3411669 12.4865967 0.0104936 0.8228545 {} {'explored_rooms_count': 32, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00185} 
12544 17.85156 0.0 0.0 11.84 0.0067985 0.0096467 0.0001745 0.0001451 -0.0043162 0.0079017 1.2778486 1.3421589 11.5536058 0.0103821 0.8184428 {} {'explored_rooms_count': 34, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00151} 
12672 18.5 0.0 0.0 11.85 0.0070154 0.0097537 0.0002002 0.0001718 -0.0043486 0.0100603 1.2750743 1.3310207 10.2799798 0.0110236 0.8411306 {} {'explored_rooms_count': 37, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00135} 
12800 19.02344 0.0 0.0 12.86 0.0078198 0.0121324 0.0001739 0.0001499 -0.0040553 0.0087066 1.2692265 1.3370543 8.8333812 0.0111882 0.84869 {} {'explored_rooms_count': 41, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00125} 
12928 19.52344 0.0 0.0 11.98 0.0069122 0.0098783 0.0001841 0.0001527 -0.0039072 0.0094284 1.2694045 1.3303865 8.6974347 0.0110894 0.8567976 {} {'explored_rooms_count': 42, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00123} 
13056 20.125 0.0 0.0 11.8 0.0073466 0.0091449 0.0001955 0.0001613 -0.004289 0.0101048 1.2667504 1.3360251 7.7815493 0.0117352 0.8683716 {} {'explored_rooms_count': 43, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00119} 
13184 20.66406 0.0 0.0 14.49 0.007253 0.008658 0.0002019 0.0001543 -0.0038533 0.00905 1.2612994 1.3393073 7.3274 0.0111484 0.8734335 {} {'explored_rooms_count': 43, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00108} 
13312 21.22656 0.0 0.0 12.27 0.0080661 0.0125473 0.0002076 0.0001478 -0.0042004 0.0106797 1.2500767 1.3379709 6.9969322 0.0115854 0.893393 {} {'explored_rooms_count': 46, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00113} 
13440 21.64062 0.0 0.0 10.73 0.0080911 0.0127677 0.0002068 0.0001396 -0.0038843 0.0107115 1.2412653 1.3274811 7.0828865 0.0123419 0.8899005 {} {'explored_rooms_count': 53, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00123} 
13568 22.125 0.0 0.0 11.66 0.0075068 0.010669 0.0002143 0.0001389 -0.0040089 0.0111194 1.2356471 1.3203025 6.7399284 0.0119699 0.9073217 {} {'explored_rooms_count': 58, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.0013} 
13696 22.625 0.0 0.0 10.47 0.00703 0.0089814 0.0002194 0.0001388 -0.0037986 0.0106908 1.2284881 1.316637 6.7300569 0.0116506 0.9046446 {} {'explored_rooms_count': 60, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00144} 
13824 23.01562 0.0 0.0 12.25 0.0065866 0.0084178 0.000207 0.0001269 -0.0037313 0.0086931 1.2261426 1.3137016 6.3151856 0.0110652 0.9144479 {} {'explored_rooms_count': 63, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00155} 
13952 23.60156 0.0 0.0 11.77 0.0072591 0.0111611 0.0002287 0.0001314 -0.0041849 0.0095139 1.2195849 1.3138915 6.417999 0.0113539 0.9230503 {} {'explored_rooms_count': 67, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00146} 
14080 24.17969 0.0 0.0 11.07 0.0059956 0.0072171 0.0002359 0.0001314 -0.0039965 0.0076418 1.2194108 1.3046916 6.6537305 0.0105026 0.9196588 {} {'explored_rooms_count': 70, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00139} 
14208 24.76562 0.0 0.0 9.97 0.0055254 0.0082642 0.0002359 0.0001342 -0.0034527 0.0070289 1.2164157 1.3024871 6.2284499 0.0096266 0.91145 {} {'explored_rooms_count': 71, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00129} 
14336 25.17969 0.0 0.0 9.74 0.0052718 0.0073761 0.000228 0.0001255 -0.0036632 0.0048296 1.2148245 1.3017089 6.0893167 0.0092024 0.9151441 {} {'explored_rooms_count': 75, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.0013} 
14464 25.63281 0.0 0.0 9.7 0.0056281 0.0068868 0.0002356 0.0001287 -0.003655 0.0048131 1.2147889 1.2952285 6.5482951 0.0098402 0.9110583 {} {'explored_rooms_count': 76, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00138} 
14592 25.98438 0.0 0.0 10.8 0.0051964 0.0052277 0.0002216 0.0001199 -0.0044594 0.0039811 1.204454 1.2921064 7.0473324 0.0091375 0.8975807 {} {'explored_rooms_count': 76, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00145} 
14720 26.375 0.0 0.0 10.37 0.0052343 0.0072867 0.0002318 0.0001244 -0.0042055 0.0041823 1.2016986 1.2850544 7.923278 0.0093146 0.8797253 {} {'explored_rooms_count': 77, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.0016} 
14848 26.78906 0.0 0.0 12.25 0.0048222 0.0060844 0.0002348 0.0001291 -0.0049487 0.0031913 1.197821 1.2957903 7.9311999 0.0083855 0.8849503 {} {'explored_rooms_count': 78, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00171} 
14976 27.10156 0.0 0.0 11.61 0.0048894 0.0051211 0.0002285 0.0001289 -0.0037829 0.0027561 1.1915815 1.2892901 8.9014297 0.0086073 0.8729975 {} {'explored_rooms_count': 78, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00166} 
15104 27.50781 0.0 0.0 9.88 0.0047459 0.0059662 0.0002329 0.0001293 -0.004574 0.0032016 1.1960895 1.2955269 8.9460712 0.008409 0.8782708 {} {'explored_rooms_count': 79, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00168} 
15232 27.89844 0.0 0.0 11.29 0.004485 0.004602 0.0002362 0.000133 -0.004605 0.0026074 1.2068589 1.3080567 10.7551954 0.0080545 0.8518768 {} {'explored_rooms_count': 81, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00178} 
15360 28.25781 0.0 0.0 12.25 0.0043885 0.0052002 0.0002295 0.0001321 -0.0038534 0.0026892 1.2077327 1.3245974 11.9018457 0.0078085 0.8307289 {} {'explored_rooms_count': 82, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00168} 
15488 28.71094 0.0 0.0 10.69 0.0043953 0.0052522 0.0002343 0.0001485 -0.0041015 0.0025582 1.2049972 1.3292652 11.2407134 0.0075744 0.8485785 {} {'explored_rooms_count': 83, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00154} 
15616 29.07812 0.0 0.0 10.28 0.0044553 0.0064575 0.000232 0.0001391 -0.0046858 0.0026711 1.1989657 1.32208 10.665476 0.0077791 0.8628517 {} {'explored_rooms_count': 85, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00158} 
15744 29.46875 0.0 0.0 10.4 0.0042002 0.0067046 0.0002315 0.0001326 -0.004348 0.0026536 1.1910566 1.3230612 10.3567165 0.007237 0.8669754 {} {'explored_rooms_count': 85, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.0015} 
15872 29.8125 0.0 0.0 9.53 0.0043757 0.0051199 0.000231 0.0001343 -0.0043046 0.0032077 1.1831694 1.3123423 10.9553678 0.0075622 0.8530766 {} {'explored_rooms_count': 85, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00147} 
16000 30.21875 0.0 0.0 9.57 0.0044847 0.0046482 0.0002394 0.000141 -0.0031884 0.0034005 1.1752569 1.2922858 10.6179675 0.0079071 0.8589219 {} {'explored_rooms_count': 86, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00145} 
16128 30.75781 0.0 0.0 12.18 0.0041091 0.0036695 0.0002507 0.0001421 -0.003644 0.0045545 1.1664832 1.2965358 8.2822726 0.0073598 0.897834 {} {'explored_rooms_count': 86, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00151} 
16256 31.15625 0.0 0.0 9.72 0.0042435 0.003971 0.0002456 0.0001388 -0.0042444 0.0036957 1.1663489 1.279684 7.5372006 0.0075967 0.8984695 {} {'explored_rooms_count': 87, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.0014} 
16384 31.58594 0.0 0.0 11.84 0.0046984 0.0049299 0.000254 0.0001364 -0.0033691 0.0037006 1.1628369 1.2749383 7.0482192 0.008289 0.9075211 {} {'explored_rooms_count': 87, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00141} 
16512 32.17188 0.0 0.0 12.8 0.0045404 0.0055361 0.0002673 0.0001361 -0.0036335 0.0035465 1.1633045 1.2850079 6.1245874 0.0076861 0.91958 {} {'explored_rooms_count': 87, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00123} 
16640 32.63281 0.0 0.0 12.72 0.0047151 0.0057536 0.0002626 0.0001382 -0.003389 0.003674 1.1579701 1.269443 6.2792382 0.0082199 0.9178569 {} {'explored_rooms_count': 87, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00129} 
16768 33.15625 0.0 0.0 10.95 0.0052871 0.0066436 0.0002711 0.0001346 -0.0043317 0.0038795 1.1542053 1.2560966 6.2315357 0.0086839 0.9258297 {} {'explored_rooms_count': 88, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00127} 
16896 33.60156 0.0 0.0 12.71 0.005321 0.0076888 0.0002598 0.0001345 -0.0042911 0.003826 1.1497268 1.2566472 6.5551817 0.0089851 0.9260343 {} {'explored_rooms_count': 91, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00123} 
17024 33.96094 0.0 0.0 11.13 0.005189 0.0062543 0.0002498 0.0001343 -0.0054124 0.0037177 1.1467153 1.2599595 6.2033994 0.0089542 0.9323595 {} {'explored_rooms_count': 94, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00142} 
17152 34.375 0.0 0.0 10.64 0.0051401 0.0058282 0.0002608 0.0001336 -0.0041145 0.0047076 1.1506388 1.2542518 6.4080026 0.0091577 0.9243683 {} {'explored_rooms_count': 95, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00142} 
17280 34.88281 0.0 0.0 12.36 0.005055 0.004952 0.0002693 0.0001388 -0.0038159 0.0045328 1.145614 1.2531421 6.3557826 0.0090866 0.9256152 {} {'explored_rooms_count': 95, 'episodic_explored_rooms_count': 9, 'episodic_explored_area': 0.00136} 
17408 35.44531 0.0 0.0 10.07 0.0051587 0.0060945 0.0002691 0.000139 -0.0025945 0.0043072 1.1422113 1.2588845 6.1576839 0.009168 0.9260953 {} {'explored_rooms_count': 95, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.0013} 
17536 36.0 0.0 0.0 11.19 0.0053517 0.0069259 0.0002804 0.0001413 -0.0046234 0.0052326 1.1370661 1.2528847 6.1833377 0.0092253 0.922781 {} {'explored_rooms_count': 96, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00138} 
17664 36.57812 0.0 0.0 10.76 0.0055779 0.0070378 0.0002747 0.0001442 -0.0040536 0.0040814 1.1267385 1.2444503 5.9656413 0.0094903 0.9218184 {} {'explored_rooms_count': 100, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00117} 
17792 37.22656 0.0 0.0 10.72 0.0060202 0.0078613 0.0002731 0.00015 -0.0038176 0.0046193 1.1241624 1.2462103 6.0381441 0.0094082 0.9266186 {} {'explored_rooms_count': 103, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00111} 
17920 37.76562 0.0 0.0 10.99 0.0051051 0.0056053 0.0002697 0.0001456 -0.004254 0.0031152 1.1221695 1.24483 5.8204516 0.0085087 0.9286112 {} {'explored_rooms_count': 103, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00111} 
18048 38.25 0.0 0.0 9.9 0.0055222 0.0072669 0.000269 0.0001475 -0.0029233 0.0037348 1.122563 1.2367767 6.3294611 0.0092526 0.9206829 {} {'explored_rooms_count': 108, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00108} 
18176 38.72656 0.0 0.0 11.76 0.0056262 0.0070787 0.0002593 0.0001452 -0.0040994 0.0036831 1.1190407 1.2330877 6.4236583 0.0095636 0.9201992 {} {'explored_rooms_count': 110, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.0011} 
18304 39.34375 0.0 0.0 11.67 0.0047816 0.0045761 0.0002772 0.0001477 -0.0038766 0.0032127 1.1132648 1.2394152 6.3688406 0.0085085 0.9241922 {} {'explored_rooms_count': 110, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00104} 
18432 39.96094 0.0 0.0 11.88 0.0045642 0.0046436 0.0002634 0.0001479 -0.0036056 0.0026935 1.1162187 1.249471 6.1253203 0.0082136 0.9212426 {} {'explored_rooms_count': 110, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.0011} 
18560 40.36719 0.0 0.0 12.64 0.0044998 0.0043253 0.0002565 0.0001446 -0.0033029 0.002131 1.1094835 1.235108 6.1791173 0.0079072 0.9238238 {} {'explored_rooms_count': 110, 'episodic_explored_rooms_count': 2, 'episodic_explored_area': 0.00109} 
18688 40.89062 0.0 0.0 11.14 0.0048136 0.004806 0.0002597 0.0001478 -0.0029678 0.0023408 1.1072227 1.2289695 6.1563972 0.0084097 0.9299784 {} {'explored_rooms_count': 110, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.0011} 
18816 41.41406 0.0 0.0 13.22 0.0049076 0.0051513 0.0002485 0.0001442 -0.0032281 0.0027693 1.115654 1.2469037 6.8206468 0.0082273 0.9053248 {} {'explored_rooms_count': 113, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00116} 
18944 41.98438 0.0 0.0 10.13 0.0052605 0.0067708 0.0002588 0.0001546 -0.004082 0.0036493 1.114894 1.2443039 7.080139 0.0088351 0.9114769 {} {'explored_rooms_count': 118, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00121} 
19072 42.49219 0.0 0.0 11.95 0.0049385 0.0057158 0.0002598 0.0001471 -0.0037955 0.003307 1.1005817 1.2425887 6.6821846 0.0084062 0.9144737 {} {'explored_rooms_count': 118, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00117} 
19200 43.09375 0.0 0.0 13.83 0.0044423 0.0051313 0.0002713 0.000149 -0.0030952 0.0025974 1.090821 1.2410428 6.2490591 0.0076767 0.9257569 {} {'explored_rooms_count': 118, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00105} 
19328 43.58594 0.0 0.0 8.83 0.0040509 0.0042084 0.000264 0.0001449 -0.0040279 0.0022088 1.0890011 1.2454423 6.2787471 0.0074454 0.9182787 {} {'explored_rooms_count': 118, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00106} 
19456 44.09375 0.0 0.0 13.25 0.0037392 0.003202 0.000263 0.0001515 -0.0041945 0.0019213 1.0882729 1.2435083 6.1960656 0.0068045 0.921728 {} {'explored_rooms_count': 118, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00103} 
19584 44.49219 0.0 0.0 10.97 0.003794 0.0035194 0.0002472 0.0001393 -0.0030801 0.0017704 1.090714 1.2504137 6.8766342 0.0069654 0.9117606 {} {'explored_rooms_count': 118, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00101} 
19712 44.8125 0.0 0.0 10.46 0.004118 0.0045616 0.000229 0.0001383 -0.0029455 0.0017861 1.0878428 1.242371 7.7405082 0.0072697 0.8908523 {} {'explored_rooms_count': 120, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00107} 
19840 45.03125 0.0 0.0 10.33 0.0042492 0.0042159 0.0002406 0.0001305 -0.0029561 0.0017513 1.081005 1.2449792 8.5347684 0.0075302 0.8844636 {} {'explored_rooms_count': 120, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00121} 
19968 45.39844 0.0 0.0 11.36 0.0038321 0.0032785 0.0002463 0.0001371 -0.0036006 0.0018861 1.0847251 1.2460703 8.3493076 0.0070594 0.8895138 {} {'explored_rooms_count': 120, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00125} 
20096 45.71094 0.0 0.0 10.76 0.0038769 0.0037779 0.0002398 0.0001373 -0.0028531 0.0014848 1.0763049 1.2410204 8.2538623 0.0069445 0.8882223 {} {'explored_rooms_count': 120, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00129} 
20224 46.02344 0.0 0.0 10.03 0.0039148 0.0037454 0.0002357 0.0001412 -0.0037072 0.0013838 1.0766159 1.2425257 8.9077182 0.0071069 0.8827265 {} {'explored_rooms_count': 120, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.0013} 
20352 46.39062 0.0 0.0 10.48 0.0041743 0.0044727 0.0002399 0.0001398 -0.0045181 0.0017105 1.071234 1.2511945 9.4487518 0.0073637 0.8784276 {} {'explored_rooms_count': 120, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00132} 
20480 46.70312 0.0 0.0 11.22 0.0038425 0.0036103 0.0002222 0.0001297 -0.003563 0.0015633 1.0794343 1.2455848 10.0247755 0.0071428 0.8672672 {} {'explored_rooms_count': 120, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00126} 
20608 46.875 0.0 0.0 11.81 0.0039388 0.0033207 0.0002121 0.000118 -0.0031045 0.0012822 1.0788742 1.2462073 11.7818233 0.0073287 0.8313491 {} {'explored_rooms_count': 120, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00134} 
20736 47.04688 0.0 0.0 12.22 0.0043862 0.0048799 0.0002157 0.0001268 -0.0036989 0.0013614 1.079639 1.2457377 13.7421627 0.0077122 0.8029182 {} {'explored_rooms_count': 120, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00146} 
20864 47.30469 0.0 0.0 11.24 0.0048037 0.0060015 0.0002236 0.0001294 -0.0046747 0.0018539 1.0746403 1.2390964 14.0428849 0.0083844 0.8185055 {} {'explored_rooms_count': 120, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00158} 
20992 47.53906 0.0 0.0 10.97 0.0046622 0.0046189 0.0002234 0.0001335 -0.0036062 0.001801 1.0709883 1.236155 14.3735795 0.0084907 0.8211334 {} {'explored_rooms_count': 120, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00163} 
21120 47.72656 0.0 0.0 12.88 0.0044057 0.0036683 0.0002093 0.0001269 -0.0031987 0.001506 1.0820616 1.2610855 14.6747241 0.007644 0.8177123 {} {'explored_rooms_count': 120, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00167} 
21248 47.89844 0.0 0.0 10.96 0.0042524 0.0039517 0.0002025 0.0001182 -0.0032024 0.0015445 1.0909711 1.270073 13.4195819 0.0076178 0.8346094 {} {'explored_rooms_count': 120, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00178} 
21376 48.03906 0.0 0.0 10.02 0.0039892 0.0035097 0.0002019 0.0001132 -0.004483 0.0013437 1.0866303 1.2699682 14.5343416 0.0076213 0.8188162 {} {'explored_rooms_count': 120, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00189} 
21504 48.23438 0.0 0.0 10.75 0.0041074 0.0041185 0.0002121 0.000116 -0.0033973 0.0014521 1.0901523 1.2673079 17.0073834 0.007458 0.7887785 {} {'explored_rooms_count': 120, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00178} 
21632 48.42969 0.0 0.0 9.99 0.0042373 0.0047019 0.0002211 0.0001136 -0.0046826 0.0012474 1.0879212 1.2638334 17.2541681 0.0075367 0.79711 {} {'explored_rooms_count': 120, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00183} 
21760 48.64062 0.0 0.0 10.42 0.0042114 0.0047906 0.0002242 0.0001213 -0.0038426 0.001565 1.0773176 1.2643959 17.7403088 0.0076688 0.7873943 {} {'explored_rooms_count': 120, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00189} 
21888 48.96875 0.0 0.0 10.74 0.0041645 0.0049005 0.0002419 0.0001289 -0.0041511 0.0015916 1.0831462 1.2748328 16.2544758 0.0074054 0.8145956 {} {'explored_rooms_count': 120, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00187} 
22016 49.28906 0.0 0.0 10.28 0.0040644 0.0049296 0.0002396 0.0001277 -0.0042302 0.0014027 1.0807975 1.2703245 18.1322552 0.0071646 0.787938 {} {'explored_rooms_count': 120, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00162} 
22144 49.60938 0.0 0.0 12.14 0.0041084 0.0051746 0.0002432 0.0001323 -0.0034749 0.0016118 1.0748815 1.2633986 17.3203899 0.0070294 0.8066347 {} {'explored_rooms_count': 124, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00155} 
22272 49.91406 0.0 0.0 11.01 0.0040332 0.0042664 0.0002474 0.000125 -0.0037755 0.0015099 1.0891485 1.2749679 14.8280228 0.006955 0.8311195 {} {'explored_rooms_count': 124, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00152} 
22400 50.1875 0.0 0.0 11.7 0.0038738 0.0042245 0.0002415 0.0001323 -0.0038314 0.0018038 1.0843889 1.2670798 13.0372547 0.0067445 0.8461575 {} {'explored_rooms_count': 124, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00147} 
22528 50.41406 0.0 0.0 10.32 0.0033513 0.0028798 0.0002371 0.000128 -0.0044849 0.001253 1.0847818 1.2786962 11.7524103 0.0059574 0.848212 {} {'explored_rooms_count': 124, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00148} 
22656 50.60156 0.0 0.0 11.44 0.0033594 0.002926 0.0002301 0.0001311 -0.0037716 0.0014332 1.0908702 1.2780282 11.4911806 0.0059388 0.8641924 {} {'explored_rooms_count': 124, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00154} 
22784 50.84375 0.0 0.0 11.82 0.0034961 0.0038089 0.0002416 0.0001394 -0.0034368 0.0018101 1.0967112 1.2809569 10.5273459 0.0061476 0.8779568 {} {'explored_rooms_count': 124, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00157} 
22912 51.0625 0.0 0.0 12.52 0.0031626 0.0039488 0.0002256 0.0001414 -0.0037367 0.001818 1.1002966 1.2785803 9.4923018 0.0056775 0.8888016 {} {'explored_rooms_count': 126, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00185} 
23040 51.29688 0.0 0.0 11.62 0.003298 0.0052378 0.0002294 0.0001387 -0.0037322 0.0013513 1.0793152 1.2735118 8.2531017 0.0056609 0.9139844 {} {'explored_rooms_count': 127, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0019} 
23168 51.57812 0.0 0.0 9.9 0.0031256 0.0040655 0.0002438 0.0001455 -0.003222 0.0017856 1.0830869 1.2771354 7.7902464 0.0053404 0.9141698 {} {'explored_rooms_count': 127, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00199} 
23296 51.77344 0.0 0.0 12.25 0.0033564 0.0051474 0.0002339 0.0001424 -0.0040465 0.0016541 1.0903929 1.2771382 7.312347 0.0056647 0.9227248 {} {'explored_rooms_count': 128, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00197} 
23424 51.92969 0.0 0.0 10.57 0.0037718 0.0051237 0.0002268 0.0001431 -0.0038659 0.0020674 1.0848587 1.2716342 7.463714 0.006103 0.9269127 {} {'explored_rooms_count': 129, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00198} 
23552 52.125 0.0 0.0 10.48 0.0041238 0.0048671 0.0002291 0.0001414 -0.0035833 0.0021762 1.0764634 1.2615999 7.8523948 0.0069165 0.9223356 {} {'explored_rooms_count': 129, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00194} 
23680 52.27344 0.0 0.0 10.66 0.0041544 0.0035538 0.0002253 0.0001284 -0.0033622 0.0021954 1.0769962 1.2725725 8.093166 0.0071093 0.9231967 {} {'explored_rooms_count': 129, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00194} 
23808 52.46875 0.0 0.0 9.49 0.0041251 0.0029478 0.000237 0.0001311 -0.003748 0.0024623 1.0712747 1.284808 8.3454132 0.007173 0.9245546 {} {'explored_rooms_count': 129, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00203} 
