0 0.0 0.0 0.0 0.38 0.0188243 0.0 0.0002 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 {} {'explored_rooms_count': 0, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.0} 
12800 49.625 0.0 0.0 5.15 0.0064803 0.0055056 0.0064364 0.0028894 -0.0039493 0.0085688 1.1880065 1.1369427 0.1893457 0.0117469 0.9128471 {} {'explored_rooms_count': 100, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00162} 
12928 49.95312 0.0 0.0 5.3 0.0064875 0.006439 0.0063958 0.0028689 -0.0047982 0.0094827 1.1856686 1.1298417 0.1701022 0.0117413 0.9213681 {} {'explored_rooms_count': 100, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.0017} 
13056 50.38281 0.0 0.0 5.8 0.0059122 0.0062192 0.0061127 0.0030129 -0.0040669 0.0098701 1.1821891 1.1400722 0.1543817 0.010854 0.927013 {} {'explored_rooms_count': 102, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0017} 
13184 50.64062 0.0 0.0 5.67 0.0056178 0.0038134 0.0064876 0.0028879 -0.0041331 0.0071818 1.18292 1.1354537 0.1545835 0.0103922 0.9257786 {} {'explored_rooms_count': 103, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00167} 
13312 50.9375 0.0 0.0 5.37 0.0055843 0.0034441 0.0062484 0.0028544 -0.0044987 0.0067213 1.1869759 1.139958 0.1600604 0.0104476 0.9240398 {} {'explored_rooms_count': 103, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00161} 
13440 51.35156 0.0 0.0 5.39 0.0057855 0.0038761 0.0059051 0.0030002 -0.0047018 0.0080899 1.1747772 1.1328418 0.1584094 0.0106899 0.9238709 {} {'explored_rooms_count': 103, 'episodic_explored_rooms_count': 10, 'episodic_explored_area': 0.00159} 
13568 51.64844 0.0 0.0 5.3 0.0055601 0.0037878 0.0063629 0.0028511 -0.0038673 0.0071892 1.1745848 1.141164 0.1528286 0.0104602 0.9289761 {} {'explored_rooms_count': 103, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00159} 
13696 51.90625 0.0 0.0 5.13 0.0059215 0.0042323 0.0063412 0.0028504 -0.0040393 0.0063308 1.1676421 1.1364973 0.17025 0.0107775 0.9189107 {} {'explored_rooms_count': 103, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00166} 
13824 52.21094 0.0 0.0 5.13 0.005936 0.0056618 0.0062742 0.0028529 -0.0033415 0.0081801 1.1674142 1.141904 0.1978564 0.011213 0.9062188 {} {'explored_rooms_count': 103, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00175} 
13952 52.50781 0.0 0.0 5.13 0.0055321 0.0031688 0.0060429 0.0028888 -0.0033963 0.0069717 1.1652554 1.1473381 0.192586 0.0102141 0.9116064 {} {'explored_rooms_count': 103, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00184} 
14080 52.83594 0.0 0.0 5.16 0.0055696 0.0036389 0.0061383 0.002783 -0.0051017 0.0072693 1.1677689 1.1512637 0.218257 0.0104099 0.8978381 {} {'explored_rooms_count': 103, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00164} 
14208 53.16406 0.0 0.0 5.16 0.0057612 0.0042463 0.0062734 0.0028735 -0.0040809 0.0076429 1.1642545 1.1472939 0.2074366 0.010714 0.9027191 {} {'explored_rooms_count': 103, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00165} 
14336 53.49219 0.0 0.0 5.18 0.0062475 0.0049054 0.006528 0.0028229 -0.0033969 0.0078222 1.1636088 1.137551 0.2047576 0.0111709 0.9046518 {} {'explored_rooms_count': 103, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00166} 
14464 53.74219 0.0 0.0 5.1 0.0065853 0.0056293 0.0062538 0.0028525 -0.0037709 0.0069177 1.173478 1.1286279 0.2010941 0.0117517 0.9051746 {} {'explored_rooms_count': 103, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00156} 
14592 54.03906 0.0 0.0 5.13 0.0065692 0.0048243 0.0062139 0.0028257 -0.0041989 0.00883 1.1688434 1.1221894 0.2273297 0.0119891 0.8942433 {} {'explored_rooms_count': 103, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00188} 
14720 54.34375 0.0 0.0 5.17 0.0062958 0.0050933 0.0061868 0.0028341 -0.0044663 0.0079013 1.1678872 1.123162 0.1963116 0.0113641 0.9088033 {} {'explored_rooms_count': 103, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.0019} 
14848 54.60156 0.0 0.0 5.09 0.006962 0.0074914 0.0065878 0.00276 -0.0043398 0.0075001 1.169784 1.1233939 0.204256 0.0125206 0.9026187 {} {'explored_rooms_count': 105, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00185} 
14976 54.88281 0.0 0.0 5.17 0.0068305 0.0058716 0.0062442 0.0027628 -0.005052 0.0081604 1.1698132 1.120917 0.2076153 0.0124794 0.9004746 {} {'explored_rooms_count': 105, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00177} 
15104 55.16406 0.0 0.0 5.4 0.0072163 0.0076585 0.0065184 0.0027283 -0.0049746 0.0089378 1.1689972 1.1234839 0.200841 0.0127411 0.9039356 {} {'explored_rooms_count': 105, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00191} 
15232 55.42969 0.0 0.0 5.27 0.0067245 0.0074168 0.0063724 0.0028376 -0.0040025 0.0093814 1.1639839 1.1187873 0.1852912 0.0118046 0.9130371 {} {'explored_rooms_count': 105, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00205} 
15360 55.65625 0.0 0.0 5.25 0.0064469 0.0067344 0.0063671 0.0027388 -0.0036864 0.0078304 1.1709952 1.1197829 0.1859047 0.0117578 0.9127757 {} {'explored_rooms_count': 105, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00192} 
15488 55.95312 0.0 0.0 5.38 0.0073219 0.0075523 0.0064512 0.0027349 -0.0042505 0.0100576 1.1617578 1.1194248 0.1868186 0.012794 0.9098018 {} {'explored_rooms_count': 106, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00199} 
15616 56.32031 0.0 0.0 5.16 0.0067059 0.0069031 0.0066099 0.002814 -0.0045379 0.0105617 1.1573351 1.122386 0.1462832 0.0121149 0.9315702 {} {'explored_rooms_count': 106, 'episodic_explored_rooms_count': 18, 'episodic_explored_area': 0.00192} 
15744 56.625 0.0 0.0 5.1 0.0074107 0.0080487 0.0063623 0.0029266 -0.0044129 0.0102947 1.1530184 1.1106788 0.1660196 0.0129567 0.9225927 {} {'explored_rooms_count': 106, 'episodic_explored_rooms_count': 18, 'episodic_explored_area': 0.00189} 
15872 56.92969 0.0 0.0 5.1 0.0068445 0.0055176 0.0065112 0.0027831 -0.0046035 0.0087538 1.1550152 1.1207659 0.1737568 0.0122996 0.9206534 {} {'explored_rooms_count': 106, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00189} 
16000 57.28125 0.0 0.0 5.14 0.0072294 0.0074436 0.0061874 0.0028958 -0.0041331 0.0105125 1.1556103 1.1150139 0.183431 0.0128055 0.9143399 {} {'explored_rooms_count': 106, 'episodic_explored_rooms_count': 7, 'episodic_explored_area': 0.00181} 
16128 57.64062 0.0 0.0 5.31 0.0070129 0.0078514 0.0060016 0.0030146 -0.0047134 0.0115783 1.1568475 1.1179015 0.1740135 0.0124059 0.9183786 {} {'explored_rooms_count': 108, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00194} 
16256 57.97656 0.0 0.0 5.25 0.0062467 0.0055113 0.0063447 0.0029153 -0.0043894 0.0095494 1.1486674 1.1310827 0.167051 0.0114067 0.920781 {} {'explored_rooms_count': 108, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00188} 
16384 58.33594 0.0 0.0 5.24 0.0061751 0.0051493 0.0062534 0.0029161 -0.0045207 0.0099304 1.1558372 1.1250037 0.189123 0.011579 0.9130183 {} {'explored_rooms_count': 108, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00197} 
16512 58.6875 0.0 0.0 5.14 0.0061401 0.0056166 0.0062408 0.00289 -0.0042167 0.0085854 1.1460165 1.122286 0.1881783 0.0112581 0.9126824 {} {'explored_rooms_count': 108, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00181} 
16640 59.04688 0.0 0.0 5.14 0.0058518 0.0048585 0.0065247 0.0028016 -0.0040027 0.0089433 1.1458631 1.1199788 0.1733643 0.011249 0.9191317 {} {'explored_rooms_count': 108, 'episodic_explored_rooms_count': 10, 'episodic_explored_area': 0.0018} 
16768 59.36719 0.0 0.0 5.11 0.005988 0.0043431 0.0062738 0.0028808 -0.0034634 0.0081606 1.1422729 1.1296905 0.1714354 0.0107021 0.9190053 {} {'explored_rooms_count': 108, 'episodic_explored_rooms_count': 10, 'episodic_explored_area': 0.00172} 
16896 59.75 0.0 0.0 5.24 0.005546 0.0038719 0.0059974 0.0029304 -0.0049009 0.0085984 1.1424061 1.1265401 0.1747497 0.0104969 0.919385 {} {'explored_rooms_count': 108, 'episodic_explored_rooms_count': 10, 'episodic_explored_area': 0.00177} 
17024 59.96094 0.0 0.0 5.06 0.0056125 0.0035813 0.0064122 0.002869 -0.003917 0.0061487 1.1402612 1.1299184 0.1809985 0.0104702 0.9170231 {} {'explored_rooms_count': 108, 'episodic_explored_rooms_count': 10, 'episodic_explored_area': 0.00172} 
17152 60.22656 0.0 0.0 5.07 0.0060281 0.0045429 0.0061487 0.0028162 -0.0049246 0.0078936 1.1447763 1.1161316 0.2222544 0.0114012 0.8962922 {} {'explored_rooms_count': 108, 'episodic_explored_rooms_count': 10, 'episodic_explored_area': 0.00174} 
17280 60.53125 0.0 0.0 5.51 0.0059073 0.0042243 0.0061358 0.0028511 -0.0048901 0.0079917 1.1318989 1.1115973 0.2052153 0.0113471 0.9040857 {} {'explored_rooms_count': 108, 'episodic_explored_rooms_count': 10, 'episodic_explored_area': 0.00185} 
17408 60.82031 0.0 0.0 5.15 0.0057258 0.0040777 0.006311 0.0028963 -0.0051035 0.006724 1.1308603 1.1228365 0.186019 0.0106632 0.9110139 {} {'explored_rooms_count': 108, 'episodic_explored_rooms_count': 10, 'episodic_explored_area': 0.00173} 
17536 61.24219 0.0 0.0 5.22 0.0060142 0.0057703 0.0059069 0.0029722 -0.0038547 0.0092003 1.1235371 1.1266128 0.1762726 0.0110319 0.9154847 {} {'explored_rooms_count': 110, 'episodic_explored_rooms_count': 10, 'episodic_explored_area': 0.00186} 
17664 61.64062 0.0 0.0 5.22 0.0056799 0.0048736 0.0066331 0.0029055 -0.0044258 0.0081844 1.1271087 1.1342639 0.1267497 0.0104266 0.9409646 {} {'explored_rooms_count': 110, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00186} 
17792 62.03125 0.0 0.0 5.18 0.0060464 0.0051038 0.006376 0.0029144 -0.0050849 0.0081563 1.1178927 1.1102774 0.1410948 0.01108 0.9345824 {} {'explored_rooms_count': 110, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00177} 
17920 62.49219 0.0 0.0 5.24 0.005993 0.0056993 0.0066449 0.0029104 -0.0049935 0.0096385 1.1210551 1.1179419 0.140079 0.0109463 0.9392982 {} {'explored_rooms_count': 110, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00159} 
18048 62.82031 0.0 0.0 5.14 0.0061715 0.0058555 0.0066769 0.0028368 -0.0044028 0.0085314 1.1197714 1.112155 0.1473594 0.0113093 0.9348752 {} {'explored_rooms_count': 110, 'episodic_explored_rooms_count': 9, 'episodic_explored_area': 0.00164} 
18176 63.17188 0.0 0.0 5.3 0.00627 0.006734 0.006551 0.0029223 -0.0046538 0.0092645 1.117164 1.1147329 0.1327746 0.0113091 0.9411315 {} {'explored_rooms_count': 112, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0017} 
18304 63.55469 0.0 0.0 5.19 0.0064547 0.007014 0.0066027 0.0028963 -0.004509 0.0092631 1.1127639 1.099034 0.1466022 0.0117503 0.9348119 {} {'explored_rooms_count': 116, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00171} 
18432 63.92188 0.0 0.0 5.15 0.0064927 0.0067876 0.0066568 0.0028406 -0.0051373 0.0094635 1.1088004 1.1031581 0.1417112 0.0114009 0.9374716 {} {'explored_rooms_count': 117, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00179} 
18560 64.22656 0.0 0.0 5.11 0.0069736 0.0065812 0.0067183 0.0028025 -0.004441 0.0088477 1.1073907 1.0941912 0.1437088 0.0121918 0.9365876 {} {'explored_rooms_count': 118, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00188} 
18688 64.58594 0.0 0.0 5.31 0.0075464 0.0086487 0.0067262 0.0027849 -0.0054132 0.0099502 1.1067584 1.092778 0.1590418 0.0130686 0.9285762 {} {'explored_rooms_count': 120, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00208} 
18816 64.89844 0.0 0.0 5.68 0.0066355 0.0069882 0.0068427 0.0027293 -0.0050888 0.008875 1.1107679 1.1069004 0.1551874 0.0120156 0.929849 {} {'explored_rooms_count': 122, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00198} 
18944 65.26562 0.0 0.0 5.17 0.0061554 0.00513 0.0062763 0.0028029 -0.0042749 0.0096264 1.1093061 1.1123248 0.176156 0.0114712 0.9195319 {} {'explored_rooms_count': 122, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00199} 
19072 65.53125 0.0 0.0 5.07 0.0062934 0.0057513 0.006478 0.0028221 -0.0046009 0.0080958 1.1076455 1.1123609 0.1881306 0.011262 0.9122991 {} {'explored_rooms_count': 122, 'episodic_explored_rooms_count': 6, 'episodic_explored_area': 0.00196} 
19200 65.79688 0.0 0.0 5.18 0.0061006 0.0046293 0.0062039 0.0027437 -0.0044568 0.0081753 1.1008439 1.1108974 0.2049668 0.0116326 0.9021555 {} {'explored_rooms_count': 124, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00215} 
19328 66.10938 0.0 0.0 6.0 0.0066073 0.0057942 0.0063893 0.0028076 -0.0052173 0.0098399 1.1071849 1.1052262 0.1841443 0.0118051 0.9110837 {} {'explored_rooms_count': 125, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00203} 
19456 66.375 0.0 0.0 5.48 0.0063992 0.0071254 0.0065099 0.0027662 -0.0051847 0.0084163 1.1067659 1.1122418 0.1929507 0.0118189 0.9042761 {} {'explored_rooms_count': 125, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00199} 
19584 66.64844 0.0 0.0 5.45 0.0061058 0.0060264 0.0064886 0.002767 -0.0046649 0.007686 1.0997691 1.1098242 0.1740924 0.010928 0.9129035 {} {'explored_rooms_count': 125, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00213} 
19712 66.89844 0.0 0.0 5.43 0.0059557 0.0051749 0.0066083 0.0027065 -0.0049342 0.0078892 1.1038733 1.105215 0.1800528 0.0110088 0.9096431 {} {'explored_rooms_count': 125, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00213} 
19840 67.1875 0.0 0.0 5.45 0.0057627 0.0049814 0.006341 0.0027924 -0.004904 0.0076339 1.1053027 1.110043 0.1576655 0.0106151 0.9245726 {} {'explored_rooms_count': 125, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00203} 
19968 67.49219 0.0 0.0 5.5 0.0060582 0.0068101 0.0062367 0.0029025 -0.0050041 0.0084767 1.1100094 1.1151923 0.1536338 0.0109481 0.9251491 {} {'explored_rooms_count': 125, 'episodic_explored_rooms_count': 18, 'episodic_explored_area': 0.00198} 
20096 67.72656 0.0 0.0 5.31 0.0051676 0.0040211 0.006177 0.0028733 -0.004596 0.0064192 1.1055787 1.1283764 0.1552625 0.0096746 0.9226341 {} {'explored_rooms_count': 125, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00206} 
20224 67.97656 0.0 0.0 5.33 0.0053305 0.0040792 0.0064401 0.0027453 -0.0044836 0.0063858 1.0944946 1.1072751 0.1700468 0.0098042 0.9139872 {} {'explored_rooms_count': 125, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00195} 
20352 68.30469 0.0 0.0 5.27 0.0055351 0.0056162 0.0061447 0.002841 -0.005339 0.0076005 1.0875622 1.1144281 0.159016 0.0102253 0.9212251 {} {'explored_rooms_count': 125, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00205} 
20480 68.59375 0.0 0.0 5.25 0.005273 0.0052452 0.006438 0.0028332 -0.0053946 0.0068029 1.0913223 1.1131663 0.155842 0.0097595 0.9250112 {} {'explored_rooms_count': 125, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0019} 
20608 68.92188 0.0 0.0 5.48 0.0056578 0.0060212 0.006265 0.0029906 -0.0051386 0.0072269 1.0928872 1.1295525 0.1575974 0.0101232 0.9241625 {} {'explored_rooms_count': 125, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00188} 
20736 69.125 0.0 0.0 5.21 0.005706 0.0058211 0.0064126 0.0028414 -0.0054669 0.0054497 1.0862468 1.11252 0.1677976 0.0103383 0.9209794 {} {'explored_rooms_count': 126, 'episodic_explored_rooms_count': 10, 'episodic_explored_area': 0.00184} 
20864 69.42188 0.0 0.0 5.8 0.0053267 0.0039629 0.0063442 0.0028561 -0.0065825 0.0071326 1.0802155 1.1235866 0.1566 0.0097651 0.9234756 {} {'explored_rooms_count': 126, 'episodic_explored_rooms_count': 10, 'episodic_explored_area': 0.00188} 
20992 69.71875 0.0 0.0 5.43 0.005152 0.0029674 0.0064646 0.0028538 -0.0051224 0.0066605 1.0775957 1.1282286 0.1675566 0.0097288 0.9227662 {} {'explored_rooms_count': 126, 'episodic_explored_rooms_count': 10, 'episodic_explored_area': 0.002} 
21120 70.10938 0.0 0.0 5.61 0.0052786 0.0039921 0.0066668 0.0028202 -0.00428 0.0080219 1.0819104 1.1317939 0.1286391 0.0098441 0.9418557 {} {'explored_rooms_count': 126, 'episodic_explored_rooms_count': 10, 'episodic_explored_area': 0.00173} 
21248 70.32812 0.0 0.0 5.04 0.0053338 0.0036198 0.0067235 0.0027761 -0.0037743 0.0061176 1.090879 1.1372861 0.1459912 0.0102625 0.9326824 {} {'explored_rooms_count': 126, 'episodic_explored_rooms_count': 10, 'episodic_explored_area': 0.00167} 
21376 70.57812 0.0 0.0 5.06 0.0059716 0.0059719 0.0064107 0.0028131 -0.0051121 0.0063485 1.0820983 1.1358142 0.1645896 0.0108143 0.9258869 {} {'explored_rooms_count': 126, 'episodic_explored_rooms_count': 10, 'episodic_explored_area': 0.00161} 
21504 70.90625 0.0 0.0 5.27 0.0066139 0.0089201 0.006057 0.0030373 -0.0051489 0.0085584 1.0815471 1.1456096 0.1501277 0.0112389 0.9291489 {} {'explored_rooms_count': 129, 'episodic_explored_rooms_count': 12, 'episodic_explored_area': 0.0017} 
21632 71.16406 0.0 0.0 5.73 0.0067032 0.0070538 0.0062841 0.0029512 -0.0051496 0.0073773 1.0784224 1.1307093 0.1496472 0.0119956 0.9318525 {} {'explored_rooms_count': 134, 'episodic_explored_rooms_count': 12, 'episodic_explored_area': 0.0018} 
21760 71.375 0.0 0.0 5.17 0.00701 0.0080027 0.0062848 0.0028862 -0.0057566 0.0071766 1.0762493 1.1217942 0.1734315 0.0120852 0.9229452 {} {'explored_rooms_count': 136, 'episodic_explored_rooms_count': 12, 'episodic_explored_area': 0.00181} 
21888 71.64062 0.0 0.0 5.24 0.0062683 0.0057111 0.0061075 0.0028113 -0.0058359 0.0079025 1.0760219 1.1278742 0.1736474 0.011759 0.9211819 {} {'explored_rooms_count': 136, 'episodic_explored_rooms_count': 12, 'episodic_explored_area': 0.00189} 
22016 71.98438 0.0 0.0 5.27 0.0056974 0.0038182 0.0062235 0.0029481 -0.0037245 0.0081195 1.063026 1.1219074 0.1635669 0.010525 0.9236601 {} {'explored_rooms_count': 136, 'episodic_explored_rooms_count': 12, 'episodic_explored_area': 0.00179} 
22144 72.20312 0.0 0.0 5.17 0.0053967 0.0036295 0.0065473 0.002904 -0.0042594 0.0059752 1.0661086 1.119837 0.1698175 0.0101487 0.9198659 {} {'explored_rooms_count': 136, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.0017} 
22272 72.52344 0.0 0.0 5.28 0.0059227 0.004948 0.0062233 0.0028984 -0.0055127 0.0078185 1.0599417 1.1381931 0.2040877 0.0106324 0.9068963 {} {'explored_rooms_count': 136, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00167} 
22400 72.71875 0.0 0.0 5.4 0.0055459 0.0052751 0.0067601 0.0027049 -0.0048645 0.0066575 1.0587278 1.1386052 0.1911886 0.010331 0.9167676 {} {'explored_rooms_count': 136, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00172} 
22528 73.00781 0.0 0.0 5.11 0.0061844 0.0059635 0.006147 0.0027971 -0.0048035 0.0067556 1.057536 1.1362418 0.187105 0.0109471 0.9146719 {} {'explored_rooms_count': 136, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00175} 
22656 73.19531 0.0 0.0 5.01 0.0064133 0.007157 0.0060121 0.0028091 -0.0044225 0.0061406 1.0555948 1.120302 0.1669751 0.01126 0.9252053 {} {'explored_rooms_count': 138, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00178} 
22784 73.5 0.0 0.0 5.15 0.0065228 0.0081801 0.0058605 0.0028372 -0.004213 0.0079466 1.0521825 1.1248422 0.1892142 0.0116804 0.9153598 {} {'explored_rooms_count': 140, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00179} 
22912 73.75781 0.0 0.0 5.1 0.00701 0.0086356 0.0063492 0.0028837 -0.0036576 0.0075819 1.0499629 1.1056318 0.1931633 0.0119387 0.9126972 {} {'explored_rooms_count': 141, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00176} 
23040 73.96875 0.0 0.0 5.06 0.0070565 0.0075751 0.006454 0.0027906 -0.005001 0.0094194 1.0504408 1.114354 0.2293513 0.0122031 0.8929855 {} {'explored_rooms_count': 143, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00191} 
23168 74.34375 0.0 0.0 5.34 0.0066956 0.0064837 0.0062538 0.0028301 -0.0044678 0.0114725 1.0503977 1.116343 0.2022254 0.0119793 0.9046931 {} {'explored_rooms_count': 145, 'episodic_explored_rooms_count': 3, 'episodic_explored_area': 0.00188} 
23296 74.64844 0.0 0.0 5.27 0.0063924 0.0068178 0.0065389 0.0028858 -0.0039993 0.0104731 1.0562753 1.1182525 0.1477712 0.0115763 0.9320304 {} {'explored_rooms_count': 147, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.0018} 
23424 75.01562 0.0 0.0 5.22 0.0066519 0.005695 0.0066436 0.0028032 -0.0048824 0.0102232 1.0492914 1.1101348 0.1469163 0.0117986 0.9325141 {} {'explored_rooms_count': 147, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00171} 
23552 75.39062 0.0 0.0 5.16 0.0062516 0.0049672 0.0064931 0.002886 -0.0053299 0.0115984 1.046576 1.1158406 0.129915 0.0117647 0.9413223 {} {'explored_rooms_count': 147, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00171} 
23680 75.75 0.0 0.0 5.14 0.0063562 0.0055633 0.0065059 0.0029349 -0.0037496 0.0090961 1.0499246 1.1268101 0.1185684 0.0113948 0.9457807 {} {'explored_rooms_count': 148, 'episodic_explored_rooms_count': 10, 'episodic_explored_area': 0.00148} 
23808 75.96094 0.0 0.0 5.06 0.0063034 0.0057344 0.0066729 0.0028741 -0.0035728 0.0077944 1.0504738 1.1195005 0.1364041 0.0114784 0.9379246 {} {'explored_rooms_count': 148, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00156} 
23936 76.30469 0.0 0.0 5.14 0.0066486 0.0074692 0.0062727 0.0029103 -0.0044348 0.0101783 1.0447943 1.1088441 0.1538244 0.012039 0.9300285 {} {'explored_rooms_count': 151, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00167} 
