128 0 0 0.0 0.0 44.63 -0.2856268 0.1233348  {'room_id': 100, 'explored_rooms': 9, 'raw_score': 0.0} 
15744 23 23 364.01758278323484 22.930455074730865 38.54 -0.0037768 0.1608798  {'room_id': 104, 'explored_rooms': 153, 'raw_score': 364.01758278323484} 
15872 23 23 364.01758278323484 22.930455074730865 38.92 0.0148191 0.1501757  {'room_id': 196, 'explored_rooms': 153, 'raw_score': 364.01758278323484} 
16000 23 23 364.01758278323484 22.930455074730865 39.25 0.0225592 0.1505204  {'room_id': 229, 'explored_rooms': 153, 'raw_score': 364.01758278323484} 
16128 24 24 368.61582450491136 23.23740956725778 39.99 -0.0008164 0.1614025  {'room_id': 3, 'explored_rooms': 153, 'raw_score': 368.61582450491136} 
16256 24 24 368.61582450491136 23.23740956725778 39.09 -0.0174773 0.1582817  {'room_id': 162, 'explored_rooms': 153, 'raw_score': 368.61582450491136} 
16384 24 24 368.61582450491136 23.23740956725778 39.97 -0.0520044 0.15473  {'room_id': 151, 'explored_rooms': 153, 'raw_score': 368.61582450491136} 
16512 24 24 368.61582450491136 23.23740956725778 41.12 -0.0206463 0.1437327  {'room_id': 151, 'explored_rooms': 153, 'raw_score': 368.61582450491136} 
16640 25 25 364.2542420544202 23.113668610532002 41.23 -0.0091392 0.1420794  {'room_id': 99, 'explored_rooms': 153, 'raw_score': 364.2542420544202} 
16768 25 25 364.2542420544202 23.113668610532002 41.38 -0.0232679 0.1667652  {'room_id': 84, 'explored_rooms': 153, 'raw_score': 364.2542420544202} 
16896 25 25 364.2542420544202 23.113668610532002 40.57 -0.0431223 0.1495827  {'room_id': 230, 'explored_rooms': 153, 'raw_score': 364.2542420544202} 
17024 25 25 364.2542420544202 23.113668610532002 41.28 -0.0335311 0.1514488  {'room_id': 83, 'explored_rooms': 153, 'raw_score': 364.2542420544202} 
17152 25 25 364.2542420544202 23.113668610532002 41.82 -0.0431685 0.1426577  {'room_id': 5, 'explored_rooms': 153, 'raw_score': 364.2542420544202} 
